Ticker,ref.date,price.adjusted,SMB,HML,RF,SP500Index
MSFT,2017/12/1,79.698929,-1.32,0.06,0.09,2673.61
MSFT,2018/1/1,88.522263,-3.13,-1.29,0.12,2823.81
MSFT,2018/2/1,87.366943,0.25,-1.04,0.11,2713.83
MSFT,2018/3/1,85.437096,4.06,-0.21,0.11,2640.87
MSFT,2018/4/1,87.543304,1.13,0.54,0.14,2648.05
MSFT,2018/5/1,92.523323,5.25,-3.2,0.14,2705.27
MSFT,2018/6/1,92.70813,1.14,-2.34,0.14,2718.37
MSFT,2018/7/1,99.731026,-2.22,0.47,0.16,2816.29
MSFT,2018/8/1,105.606956,1.14,-3.94,0.16,2901.52
MSFT,2018/9/1,107.93866,-2.27,-1.7,0.15,2913.98
MSFT,2018/10/1,100.803795,-4.78,3.4,0.19,2711.74
MSFT,2018/11/1,104.65435,-0.68,0.3,0.18,2760.17
MSFT,2018/12/1,96.272552,-2.38,-1.84,0.2,2506.85
MSFT,2019/1/1,98.983383,2.9,-0.46,0.21,2704.1
MSFT,2019/2/1,106.187004,2.05,-2.67,0.18,2784.49
MSFT,2019/3/1,112.26619,-3.05,-4.17,0.19,2834.4
MSFT,2019/4/1,124.317116,-1.74,2.15,0.21,2945.83
MSFT,2019/5/1,117.730034,-1.32,-2.37,0.21,2752.06
MSFT,2019/6/1,127.987511,0.29,-0.71,0.18,2941.76
MSFT,2019/7/1,130.194534,-1.93,0.48,0.19,2980.38
MSFT,2019/8/1,131.713608,-2.38,-4.78,0.16,2926.46
MSFT,2019/9/1,133.273804,-0.96,6.75,0.18,2976.74
MSFT,2019/10/1,137.434082,0.29,-1.91,0.16,3037.56
MSFT,2019/11/1,145.112457,0.77,-2.02,0.12,3140.98
MSFT,2019/12/1,151.685211,0.73,1.75,0.14,3230.78
MSFT,2020/1/1,163.737305,-3.11,-6.25,0.13,3225.52
MSFT,2020/2/1,155.830811,1.07,-3.81,0.12,2954.22
MSFT,2020/3/1,152.109161,-4.83,-13.87,0.13,2584.59
MSFT,2020/4/1,172.845642,2.45,-1.33,0,2912.43
MSFT,2020/5/1,176.742126,2.47,-4.88,0.01,3044.31
MSFT,2020/6/1,196.829285,2.69,-2.2,0.01,3100.29
MSFT,2020/7/1,198.280029,-2.33,-1.41,0.01,3271.12
MSFT,2020/8/1,218.126434,-0.22,-2.97,0.01,3500.31
MSFT,2020/9/1,203.917145,0.02,-2.71,0.01,3363
MSFT,2020/10/1,196.296799,4.38,4.25,0.01,3269.96
MSFT,2020/11/1,207.543152,5.8,2.09,0.01,3621.63
MSFT,2020/12/1,216.203125,4.89,-1.51,0.01,3756.07
MSFT,2021/1/1,225.476471,7.36,3.01,0.01,3714.24
MSFT,2021/2/1,225.884705,2.05,7.15,0,3811.15
MSFT,2021/3/1,229.707764,-2.37,7.39,0,3972.89
MSFT,2021/4/1,245.695816,-3.19,-0.95,0,4181.17
MSFT,2021/5/1,243.260101,-0.25,7.09,0,4204.11
MSFT,2021/6/1,264.543945,1.68,-7.87,0,4297.5
MSFT,2021/7/1,278.225311,-3.97,-1.78,0,4395.26
MSFT,2021/8/1,294.797089,-0.42,-0.15,0,4522.68
MSFT,2021/9/1,275.832428,0.71,5.08,0,4307.54
MSFT,2021/10/1,324.45929,-2.35,-0.49,0,4605.38
MSFT,2021/11/1,323.451477,-1.32,-0.45,0,4567
MSFT,2021/12/1,329.65979,-1.67,3.26,0.01,4766.18
MSFT,2022/1/1,304.821564,-5.94,12.75,0,4515.55
MSFT,2022/2/1,292.872986,2.19,3.08,0,4373.94
MSFT,2022/3/1,302.829376,-1.61,-1.81,0.01,4530.41
MSFT,2022/4/1,272.58667,-1.39,6.17,0.01,4131.93
MSFT,2022/5/1,267.037109,-1.83,8.39,0.03,4132.15
MSFT,2022/6/1,252.852005,2.1,-5.97,0.06,3785.38
MSFT,2022/7/1,276.391632,2.81,-4.05,0.08,4130.29
MSFT,2022/8/1,257.420135,1.4,0.29,0.19,3955
MSFT,2022/9/1,229.779358,-0.81,0.05,0.19,3585.62
MSFT,2022/10/1,229.019714,0.06,8.01,0.23,3871.98
MSFT,2022/11/1,251.721375,-3.52,1.38,0.29,4080.11
MSFT,2022/12/1,237.273453,-0.69,1.37,0.33,3839.5
MSFT,2023/1/1,245.178604,5.01,-4.01,0.35,4076.6
MSFT,2023/2/1,246.7715,1.17,-0.81,0.34,3970.15
MSFT,2023/3/1,285.953094,-5.51,-8.85,0.36,4109.31
MSFT,2023/4/1,304.758789,-3.35,-0.04,0.35,4169.48
MSFT,2023/5/1,325.716766,1.61,-7.72,0.36,4179.83
MSFT,2023/6/1,338.506226,1.54,-0.26,0.4,4450.38
MSFT,2023/7/1,333.913818,2.08,4.11,0.45,4588.96
MSFT,2023/8/1,325.802582,-3.16,-1.06,0.45,4507.66
MSFT,2023/9/1,314.528809,-2.51,1.52,0.43,4288.05
MSFT,2023/10/1,336.802307,-3.87,0.19,0.47,4193.8
MSFT,2023/11/1,377.444519,-0.02,1.64,0.44,4567.8
MSFT,2023/12/1,375.345886,6.35,4.94,0.43,4769.83
AMZN,2000/1/1,3.228125,5.77,-1.88,0.41,1394.46
AMZN,2000/2/1,3.44375,21.36,-9.59,0.43,1366.42
AMZN,2000/3/1,3.35,-17.2,8.13,0.47,1498.58
AMZN,2000/4/1,2.759375,-6.68,7.26,0.46,1452.43
AMZN,2000/5/1,2.415625,-6.05,4.75,0.5,1420.6
AMZN,2000/6/1,1.815625,12.84,-8.42,0.4,1454.6
AMZN,2000/7/1,1.50625,-3.07,8.31,0.48,1430.83
AMZN,2000/8/1,2.075,-0.61,-1.39,0.5,1517.68
AMZN,2000/9/1,1.921875,-1.82,7.17,0.51,1436.51
AMZN,2000/10/1,1.83125,-3.88,5.71,0.56,1429.4
AMZN,2000/11/1,1.234375,-3.41,12.3,0.51,1314.95
AMZN,2000/12/1,0.778125,0.73,7.61,0.5,1320.28
AMZN,2001/1/1,0.865625,6.68,-5.07,0.54,1366.01
AMZN,2001/2/1,0.509375,-0.78,12.47,0.38,1239.94
AMZN,2001/3/1,0.5115,0.25,6.42,0.42,1160.33
AMZN,2001/4/1,0.789,0.55,-4.67,0.39,1249.46
AMZN,2001/5/1,0.8345,2.5,3.36,0.32,1255.82
AMZN,2001/6/1,0.7075,6.24,-1.12,0.28,1224.38
AMZN,2001/7/1,0.6245,-4.19,5.21,0.3,1211.23
AMZN,2001/8/1,0.447,2.48,2.31,0.31,1133.58
AMZN,2001/9/1,0.2985,-6.23,1.45,0.28,1040.94
AMZN,2001/10/1,0.349,7.48,-7.65,0.22,1059.78
AMZN,2001/11/1,0.566,-0.47,2.21,0.17,1139.45
AMZN,2001/12/1,0.541,4.74,0.84,0.15,1148.08
AMZN,2002/1/1,0.7095,1.19,3.44,0.14,1130.2
AMZN,2002/2/1,0.705,-1.01,2.16,0.13,1106.73
AMZN,2002/3/1,0.715,4.21,1.06,0.13,1147.39
AMZN,2002/4/1,0.8345,5.96,3.88,0.15,1076.92
AMZN,2002/5/1,0.9115,-3.21,1.53,0.14,1067.14
AMZN,2002/6/1,0.8125,4.29,-0.05,0.13,989.82
AMZN,2002/7/1,0.7225,-5.28,-3.85,0.15,911.62
AMZN,2002/8/1,0.747,-2.86,3.28,0.14,916.07
AMZN,2002/9/1,0.7965,2.4,1.47,0.14,815.28
AMZN,2002/10/1,0.968,-3.41,-3.95,0.14,885.76
AMZN,2002/11/1,1.1675,3.18,-1.23,0.12,936.31
AMZN,2002/12/1,0.9445,0.09,2.14,0.11,879.82
AMZN,2003/1/1,1.0925,1.33,-0.83,0.1,855.7
AMZN,2003/2/1,1.1005,-0.45,-1.39,0.09,841.15
AMZN,2003/3/1,1.3015,1.02,-1.93,0.1,848.18
AMZN,2003/4/1,1.4345,0.63,1.14,0.1,916.92
AMZN,2003/5/1,1.7945,4.67,0.4,0.09,963.59
AMZN,2003/6/1,1.816,1.74,0.11,0.1,974.5
AMZN,2003/7/1,2.082,5.06,-1.24,0.07,990.31
AMZN,2003/8/1,2.316,2.59,1.53,0.07,1008.01
AMZN,2003/9/1,2.4215,0.8,0.16,0.08,995.97
AMZN,2003/10/1,2.7215,2.7,1.97,0.07,1050.71
AMZN,2003/11/1,2.6985,2.08,1.78,0.07,1058.2
AMZN,2003/12/1,2.631,-2.68,1.6,0.08,1111.92
AMZN,2004/1/1,2.52,2.55,2.49,0.07,1131.13
AMZN,2004/2/1,2.1505,-1.58,0.9,0.06,1144.94
AMZN,2004/3/1,2.164,1.72,0.27,0.09,1126.21
AMZN,2004/4/1,2.18,-1.68,-3.1,0.08,1107.3
AMZN,2004/5/1,2.425,-0.2,-0.25,0.06,1120.68
AMZN,2004/6/1,2.72,2.26,1.18,0.08,1140.84
AMZN,2004/7/1,1.946,-3.81,3.24,0.1,1101.72
AMZN,2004/8/1,1.907,-1.48,0.97,0.11,1104.24
AMZN,2004/9/1,2.043,3.01,0,0.11,1114.58
AMZN,2004/10/1,1.7065,0.15,-0.22,0.11,1130.2
AMZN,2004/11/1,1.984,3.74,1.41,0.15,1173.82
AMZN,2004/12/1,2.2145,-0.03,-0.22,0.16,1211.92
AMZN,2005/1/1,2.161,-1.72,2.06,0.16,1181.27
AMZN,2005/2/1,1.759,-0.57,1.54,0.16,1203.6
AMZN,2005/3/1,1.7135,-1.4,2.04,0.21,1180.59
AMZN,2005/4/1,1.618,-3.94,0.07,0.21,1156.85
AMZN,2005/5/1,1.7755,2.89,-0.64,0.24,1191.5
AMZN,2005/6/1,1.6545,2.58,2.83,0.23,1191.33
AMZN,2005/7/1,2.2575,2.91,-0.79,0.24,1234.18
AMZN,2005/8/1,2.135,-0.97,1.32,0.3,1220.33
AMZN,2005/9/1,2.265,-0.65,0.71,0.29,1228.81
AMZN,2005/10/1,1.993,-1.25,0.42,0.27,1207.01
AMZN,2005/11/1,2.423,0.99,-1.16,0.31,1249.48
AMZN,2005/12/1,2.3575,-0.42,0.2,0.32,1248.29
AMZN,2006/1/1,2.241,5.39,1.08,0.35,1280.08
AMZN,2006/2/1,1.872,-0.38,-0.34,0.34,1280.66
AMZN,2006/3/1,1.8265,3.44,0.6,0.37,1294.87
AMZN,2006/4/1,1.7605,-1.42,2.34,0.36,1310.61
AMZN,2006/5/1,1.7305,-2.96,2.41,0.43,1270.09
AMZN,2006/6/1,1.934,-0.39,0.85,0.4,1270.2
AMZN,2006/7/1,1.3445,-3.98,2.6,0.4,1276.66
AMZN,2006/8/1,1.5415,1.03,-2.06,0.42,1303.82
AMZN,2006/9/1,1.606,-1.36,0.08,0.41,1335.85
AMZN,2006/10/1,1.9045,1.75,-0.31,0.41,1377.94
AMZN,2006/11/1,2.017,0.7,0.14,0.42,1400.63
AMZN,2006/12/1,1.973,-1.14,2.73,0.4,1418.3
AMZN,2007/1/1,1.8835,0.13,-0.68,0.44,1438.24
AMZN,2007/2/1,1.957,1.19,-0.14,0.38,1406.82
AMZN,2007/3/1,1.9895,0.16,-0.97,0.43,1420.86
AMZN,2007/4/1,3.0665,-2.16,-1.45,0.44,1482.37
AMZN,2007/5/1,3.457,0.24,-0.65,0.41,1530.62
AMZN,2007/6/1,3.4205,0.74,-1.05,0.4,1503.35
AMZN,2007/7/1,3.927,-2.61,-3.71,0.4,1455.27
AMZN,2007/8/1,3.9955,-0.12,-1.86,0.42,1473.99
AMZN,2007/9/1,4.6575,-2.23,-2.21,0.32,1526.75
AMZN,2007/10/1,4.4575,0.08,-2.98,0.32,1549.38
AMZN,2007/11/1,4.528,-2.93,-0.94,0.34,1481.14
AMZN,2007/12/1,4.632,0.13,-0.55,0.27,1468.36
AMZN,2008/1/1,3.885,-1.03,3.97,0.21,1378.55
AMZN,2008/2/1,3.2235,-0.43,-0.84,0.13,1330.63
AMZN,2008/3/1,3.565,0.71,0.3,0.17,1322.7
AMZN,2008/4/1,3.9315,-1.72,-0.94,0.18,1385.59
AMZN,2008/5/1,4.081,2.96,-1.43,0.18,1400.38
AMZN,2008/6/1,3.6665,1.23,-2.71,0.17,1280
AMZN,2008/7/1,3.817,2.61,5.42,0.15,1267.38
AMZN,2008/8/1,4.0405,3.6,1.59,0.13,1282.83
AMZN,2008/9/1,3.638,-1.23,5.91,0.15,1166.36
AMZN,2008/10/1,2.862,-2.6,-2.3,0.08,968.75
AMZN,2008/11/1,2.135,-2.85,-6.31,0.03,896.24
AMZN,2008/12/1,2.564,3.46,0.14,0,903.25
AMZN,2009/1/1,2.941,0.07,-11.29,0,825.88
AMZN,2009/2/1,3.2395,0.05,-6.95,0.01,735.09
AMZN,2009/3/1,3.672,0.03,3.47,0.02,797.87
AMZN,2009/4/1,4.026,5.4,5.36,0.01,872.81
AMZN,2009/5/1,3.8995,-2.52,0.28,0,919.14
AMZN,2009/6/1,4.183,2.63,-2.73,0.01,919.32
AMZN,2009/7/1,4.288,1.87,4.83,0.01,987.48
AMZN,2009/8/1,4.0595,-1.08,7.63,0.01,1020.62
AMZN,2009/9/1,4.668,2.43,1.05,0.01,1057.08
AMZN,2009/10/1,5.9405,-4.35,-4.21,0,1036.19
AMZN,2009/11/1,6.7955,-2.4,-0.34,0,1095.63
AMZN,2009/12/1,6.726,6.05,-0.17,0.01,1115.1
AMZN,2010/1/1,6.2705,0.4,0.43,0,1073.87
AMZN,2010/2/1,5.92,1.19,3.23,0,1104.49
AMZN,2010/3/1,6.7885,1.48,2.21,0.01,1169.43
AMZN,2010/4/1,6.855,4.87,2.89,0.01,1186.69
AMZN,2010/5/1,6.273,0.09,-2.44,0.01,1089.41
AMZN,2010/6/1,5.463,-1.82,-4.7,0.01,1030.71
AMZN,2010/7/1,5.8945,0.2,-0.31,0.01,1101.6
AMZN,2010/8/1,6.2415,-3,-1.9,0.01,1049.33
AMZN,2010/9/1,7.853,3.96,-3.16,0.01,1141.2
AMZN,2010/10/1,8.2615,1.14,-2.43,0.01,1183.26
AMZN,2010/11/1,8.77,3.77,-0.96,0.01,1180.55
AMZN,2010/12/1,9,0.73,3.7,0.01,1257.64
AMZN,2011/1/1,8.482,-2.5,0.83,0.01,1286.12
AMZN,2011/2/1,8.6645,1.53,1.27,0.01,1327.22
AMZN,2011/3/1,9.0065,2.54,-1.83,0.01,1325.83
AMZN,2011/4/1,9.7905,-0.38,-2.43,0,1363.61
AMZN,2011/5/1,9.8345,-0.59,-2.12,0,1345.2
AMZN,2011/6/1,10.2245,-0.12,-0.42,0,1320.64
AMZN,2011/7/1,11.126,-1.26,-0.9,0,1292.28
AMZN,2011/8/1,10.7615,-3.05,-2.36,0.01,1218.89
AMZN,2011/9/1,10.8115,-3.31,-1.72,0,1131.42
AMZN,2011/10/1,10.6755,3.28,0.1,0,1253.3
AMZN,2011/11/1,9.6145,-0.16,-0.46,0,1246.96
AMZN,2011/12/1,8.655,-0.59,1.63,0,1257.6
AMZN,2012/1/1,9.722,2.04,-0.97,0,1312.41
AMZN,2012/2/1,8.9845,-1.85,0.43,0,1365.68
AMZN,2012/3/1,10.1255,-0.64,1.14,0,1408.47
AMZN,2012/4/1,11.595,-0.42,-0.78,0,1397.91
AMZN,2012/5/1,10.6455,0.07,-1.07,0.01,1310.33
AMZN,2012/6/1,11.4175,0.67,0.62,0,1362.16
AMZN,2012/7/1,11.665,-2.74,-0.02,0,1379.32
AMZN,2012/8/1,12.4135,0.47,1.3,0.01,1406.58
AMZN,2012/9/1,12.716,0.5,1.6,0.01,1440.67
AMZN,2012/10/1,11.6445,-1.15,3.59,0.01,1412.16
AMZN,2012/11/1,12.6025,0.63,-0.84,0.01,1416.18
AMZN,2012/12/1,12.5435,1.48,3.51,0.01,1426.19
AMZN,2013/1/1,13.275,0.33,0.96,0,1498.11
AMZN,2013/2/1,13.2135,-0.27,0.11,0,1514.68
AMZN,2013/3/1,13.3245,0.81,-0.19,0,1569.19
AMZN,2013/4/1,12.6905,-2.37,0.45,0,1597.57
AMZN,2013/5/1,13.46,1.7,2.63,0,1630.74
AMZN,2013/6/1,13.8845,1.33,0.03,0,1606.28
AMZN,2013/7/1,15.061,1.87,0.57,0,1685.73
AMZN,2013/8/1,14.049,0.27,-2.69,0,1632.97
AMZN,2013/9/1,15.632,2.88,-1.22,0,1681.55
AMZN,2013/10/1,18.2015,-1.53,1.25,0,1756.54
AMZN,2013/11/1,19.681,1.29,0.32,0,1805.81
AMZN,2013/12/1,19.939501,-0.46,-0.02,0,1848.36
AMZN,2014/1/1,17.9345,0.89,-2.07,0,1782.59
AMZN,2014/2/1,18.105,0.35,-0.31,0,1859.45
AMZN,2014/3/1,16.818501,-1.81,4.93,0,1872.34
AMZN,2014/4/1,15.2065,-4.19,1.17,0,1883.95
AMZN,2014/5/1,15.6275,-1.88,-0.13,0,1923.57
AMZN,2014/6/1,16.239,3.09,-0.7,0,1960.23
AMZN,2014/7/1,15.6495,-4.29,0.03,0,1930.67
AMZN,2014/8/1,16.952,0.4,-0.45,0,2003.37
AMZN,2014/9/1,16.122,-3.71,-1.34,0,1972.29
AMZN,2014/10/1,15.273,4.21,-1.81,0,2018.05
AMZN,2014/11/1,16.931999,-2.06,-3.09,0,2067.56
AMZN,2014/12/1,15.5175,2.49,2.27,0,2058.9
AMZN,2015/1/1,17.7265,-0.56,-3.58,0,1994.99
AMZN,2015/2/1,19.007999,0.63,-1.86,0,2104.5
AMZN,2015/3/1,18.605,3.04,-0.37,0,2067.89
AMZN,2015/4/1,21.089001,-3.06,1.82,0,2085.51
AMZN,2015/5/1,21.4615,0.93,-1.14,0,2107.39
AMZN,2015/6/1,21.7045,2.91,-0.79,0,2063.11
AMZN,2015/7/1,26.807501,-4.17,-4.13,0,2103.84
AMZN,2015/8/1,25.644501,0.33,2.77,0,1972.18
AMZN,2015/9/1,25.5945,-2.62,0.56,0,1920.03
AMZN,2015/10/1,31.295,-1.88,-0.46,0,2079.36
AMZN,2015/11/1,33.240002,3.6,-0.42,0,2080.41
AMZN,2015/12/1,33.794498,-2.84,-2.61,0.01,2043.94
AMZN,2016/1/1,29.35,-3.42,2.09,0.01,1940.24
AMZN,2016/2/1,27.625999,0.73,-0.57,0.02,1932.23
AMZN,2016/3/1,29.681999,0.82,1.19,0.02,2059.74
AMZN,2016/4/1,32.9795,0.76,3.28,0.01,2065.3
AMZN,2016/5/1,36.1395,-0.17,-1.66,0.01,2096.95
AMZN,2016/6/1,35.780998,0.61,-1.48,0.02,2098.86
AMZN,2016/7/1,37.940498,2.49,-1.32,0.02,2173.6
AMZN,2016/8/1,38.458,1.15,3.18,0.02,2170.95
AMZN,2016/9/1,41.865501,2.12,-1.24,0.02,2168.27
AMZN,2016/10/1,39.491001,-4.4,4.09,0.02,2126.15
AMZN,2016/11/1,37.5285,5.71,8.21,0.01,2198.81
AMZN,2016/12/1,37.4935,0.1,3.53,0.03,2238.83
AMZN,2017/1/1,41.174,-1.19,-2.75,0.04,2278.87
AMZN,2017/2/1,42.251999,-2.05,-1.67,0.04,2363.64
AMZN,2017/3/1,44.327,1.14,-3.35,0.03,2362.72
AMZN,2017/4/1,46.2495,0.73,-2.13,0.05,2384.2
AMZN,2017/5/1,49.730999,-2.57,-3.78,0.06,2411.8
AMZN,2017/6/1,48.400002,2.25,1.48,0.06,2423.41
AMZN,2017/7/1,49.389,-1.51,-0.31,0.07,2470.3
AMZN,2017/8/1,49.029999,-1.67,-2.09,0.09,2471.65
AMZN,2017/9/1,48.067501,4.47,3.14,0.09,2519.36
AMZN,2017/10/1,55.264,-1.94,0.2,0.09,2575.26
AMZN,2017/11/1,58.837502,-0.55,-0.03,0.08,2647.58
AMZN,2017/12/1,58.473499,-1.32,0.06,0.09,2673.61
AMZN,2018/1/1,72.544502,-3.13,-1.29,0.12,2823.81
AMZN,2018/2/1,75.622498,0.25,-1.04,0.11,2713.83
AMZN,2018/3/1,72.366997,4.06,-0.21,0.11,2640.87
AMZN,2018/4/1,78.306503,1.13,0.54,0.14,2648.05
AMZN,2018/5/1,81.481003,5.25,-3.2,0.14,2705.27
AMZN,2018/6/1,84.989998,1.14,-2.34,0.14,2718.37
AMZN,2018/7/1,88.872002,-2.22,0.47,0.16,2816.29
AMZN,2018/8/1,100.635498,1.14,-3.94,0.16,2901.52
AMZN,2018/9/1,100.150002,-2.27,-1.7,0.15,2913.98
AMZN,2018/10/1,79.900497,-4.78,3.4,0.19,2711.74
AMZN,2018/11/1,84.508499,-0.68,0.3,0.18,2760.17
AMZN,2018/12/1,75.098503,-2.38,-1.84,0.2,2506.85
AMZN,2019/1/1,85.936501,2.9,-0.46,0.21,2704.1
AMZN,2019/2/1,81.991501,2.05,-2.67,0.18,2784.49
AMZN,2019/3/1,89.037498,-3.05,-4.17,0.19,2834.4
AMZN,2019/4/1,96.325996,-1.74,2.15,0.21,2945.83
AMZN,2019/5/1,88.753502,-1.32,-2.37,0.21,2752.06
AMZN,2019/6/1,94.681503,0.29,-0.71,0.18,2941.76
AMZN,2019/7/1,93.338997,-1.93,0.48,0.19,2980.38
AMZN,2019/8/1,88.814499,-2.38,-4.78,0.16,2926.46
AMZN,2019/9/1,86.795502,-0.96,6.75,0.18,2976.74
AMZN,2019/10/1,88.833,0.29,-1.91,0.16,3037.56
AMZN,2019/11/1,90.040001,0.77,-2.02,0.12,3140.98
AMZN,2019/12/1,92.391998,0.73,1.75,0.14,3230.78
AMZN,2020/1/1,100.435997,-3.11,-6.25,0.13,3225.52
AMZN,2020/2/1,94.1875,1.07,-3.81,0.12,2954.22
AMZN,2020/3/1,97.486,-4.83,-13.87,0.13,2584.59
AMZN,2020/4/1,123.699997,2.45,-1.33,0,2912.43
AMZN,2020/5/1,122.1185,2.47,-4.88,0.01,3044.31
AMZN,2020/6/1,137.940994,2.69,-2.2,0.01,3100.29
AMZN,2020/7/1,158.233994,-2.33,-1.41,0.01,3271.12
AMZN,2020/8/1,172.548004,-0.22,-2.97,0.01,3500.31
AMZN,2020/9/1,157.436493,0.02,-2.71,0.01,3363
AMZN,2020/10/1,151.807495,4.38,4.25,0.01,3269.96
AMZN,2020/11/1,158.401993,5.8,2.09,0.01,3621.63
AMZN,2020/12/1,162.846497,4.89,-1.51,0.01,3756.07
AMZN,2021/1/1,160.309998,7.36,3.01,0.01,3714.24
AMZN,2021/2/1,154.6465,2.05,7.15,0,3811.15
AMZN,2021/3/1,154.703995,-2.37,7.39,0,3972.89
AMZN,2021/4/1,173.371002,-3.19,-0.95,0,4181.17
AMZN,2021/5/1,161.153503,-0.25,7.09,0,4204.11
AMZN,2021/6/1,172.007996,1.68,-7.87,0,4297.5
AMZN,2021/7/1,166.379501,-3.97,-1.78,0,4395.26
AMZN,2021/8/1,173.539505,-0.42,-0.15,0,4522.68
AMZN,2021/9/1,164.251999,0.71,5.08,0,4307.54
AMZN,2021/10/1,168.621506,-2.35,-0.49,0,4605.38
AMZN,2021/11/1,175.3535,-1.32,-0.45,0,4567
AMZN,2021/12/1,166.716995,-1.67,3.26,0.01,4766.18
AMZN,2022/1/1,149.573502,-5.94,12.75,0,4515.55
AMZN,2022/2/1,153.563004,2.19,3.08,0,4373.94
AMZN,2022/3/1,162.997498,-1.61,-1.81,0.01,4530.41
AMZN,2022/4/1,124.281502,-1.39,6.17,0.01,4131.93
AMZN,2022/5/1,120.209503,-1.83,8.39,0.03,4132.15
AMZN,2022/6/1,106.209999,2.1,-5.97,0.06,3785.38
AMZN,2022/7/1,134.949997,2.81,-4.05,0.08,4130.29
AMZN,2022/8/1,126.769997,1.4,0.29,0.19,3955
AMZN,2022/9/1,113,-0.81,0.05,0.19,3585.62
AMZN,2022/10/1,102.440002,0.06,8.01,0.23,3871.98
AMZN,2022/11/1,96.540001,-3.52,1.38,0.29,4080.11
AMZN,2022/12/1,84,-0.69,1.37,0.33,3839.5
AMZN,2023/1/1,103.129997,5.01,-4.01,0.35,4076.6
AMZN,2023/2/1,94.230003,1.17,-0.81,0.34,3970.15
AMZN,2023/3/1,103.290001,-5.51,-8.85,0.36,4109.31
AMZN,2023/4/1,105.449997,-3.35,-0.04,0.35,4169.48
AMZN,2023/5/1,120.580002,1.61,-7.72,0.36,4179.83
AMZN,2023/6/1,130.360001,1.54,-0.26,0.4,4450.38
AMZN,2023/7/1,133.679993,2.08,4.11,0.45,4588.96
AMZN,2023/8/1,138.009995,-3.16,-1.06,0.45,4507.66
AMZN,2023/9/1,127.120003,-2.51,1.52,0.43,4288.05
AMZN,2023/10/1,133.089996,-3.87,0.19,0.47,4193.8
AMZN,2023/11/1,146.089996,-0.02,1.64,0.44,4567.8
AMZN,2023/12/1,151.940002,6.35,4.94,0.43,4769.83
