Ticker,ref.date,price.adjusted,SMB,HML,RF,SP500Index
NVDA,2006/9/1,4.524041,-1.36,0.08,0.41,1335.85
NVDA,2006/10/1,5.331305,1.75,-0.31,0.41,1377.94
NVDA,2006/11/1,5.655433,0.7,0.14,0.42,1400.63
NVDA,2006/12/1,5.658491,-1.14,2.73,0.4,1418.3
NVDA,2007/1/1,4.686105,0.13,-0.68,0.44,1438.24
NVDA,2007/2/1,4.739617,1.19,-0.14,0.38,1406.82
NVDA,2007/3/1,4.4002,0.16,-0.97,0.43,1420.86
NVDA,2007/4/1,5.028581,-2.16,-1.45,0.44,1482.37
NVDA,2007/5/1,5.296139,0.24,-0.65,0.41,1530.62
NVDA,2007/6/1,6.315922,0.74,-1.05,0.4,1503.35
NVDA,2007/7/1,6.996287,-2.61,-3.71,0.4,1455.27
NVDA,2007/8/1,7.821894,-0.12,-1.86,0.42,1473.99
NVDA,2007/9/1,8.311146,-2.23,-2.21,0.32,1526.75
NVDA,2007/10/1,8.113916,0.08,-2.98,0.32,1549.38
NVDA,2007/11/1,7.233266,-2.93,-0.94,0.34,1481.14
NVDA,2007/12/1,7.802019,0.13,-0.55,0.27,1468.36
NVDA,2008/1/1,5.639379,-1.03,3.97,0.21,1378.55
NVDA,2008/2/1,4.905503,-0.43,-0.84,0.13,1330.63
NVDA,2008/3/1,4.538566,0.71,0.3,0.17,1322.7
NVDA,2008/4/1,4.712861,-1.72,-0.94,0.18,1385.59
NVDA,2008/5/1,5.664608,2.96,-1.43,0.18,1400.38
NVDA,2008/6/1,4.293176,1.23,-2.71,0.17,1280
NVDA,2008/7/1,2.623608,2.61,5.42,0.15,1267.38
NVDA,2008/8/1,2.898811,3.6,1.59,0.13,1282.83
NVDA,2008/9/1,2.456192,-1.23,5.91,0.15,1166.36
NVDA,2008/10/1,2.008986,-2.6,-2.3,0.08,968.75
NVDA,2008/11/1,1.713143,-2.85,-6.31,0.03,896.24
NVDA,2008/12/1,1.850744,3.46,0.14,0,903.25
NVDA,2009/1/1,1.823223,0.07,-11.29,0,825.88
NVDA,2009/2/1,1.898904,0.05,-6.95,0.01,735.09
NVDA,2009/3/1,2.261256,0.03,3.47,0.02,797.87
NVDA,2009/4/1,2.63278,5.4,5.36,0.01,872.81
NVDA,2009/5/1,2.391977,-2.52,0.28,0,919.14
NVDA,2009/6/1,2.589207,2.63,-2.73,0.01,919.32
NVDA,2009/7/1,2.965319,1.87,4.83,0.01,987.48
NVDA,2009/8/1,3.329963,-1.08,7.63,0.01,1020.62
NVDA,2009/9/1,3.446925,2.43,1.05,0.01,1057.08
NVDA,2009/10/1,2.742862,-4.35,-4.21,0,1036.19
NVDA,2009/11/1,2.995132,-2.4,-0.34,0,1095.63
NVDA,2009/12/1,4.284002,6.05,-0.17,0.01,1115.1
NVDA,2010/1/1,3.529485,0.4,0.43,0,1073.87
NVDA,2010/2/1,3.715248,1.19,3.23,0,1104.49
NVDA,2010/3/1,3.99045,1.48,2.21,0.01,1169.43
NVDA,2010/4/1,3.602873,4.87,2.89,0.01,1186.69
NVDA,2010/5/1,3.013479,0.09,-2.44,0.01,1089.41
NVDA,2010/6/1,2.341524,-1.82,-4.7,0.01,1030.71
NVDA,2010/7/1,2.107601,0.2,-0.31,0.01,1101.6
NVDA,2010/8/1,2.139708,-3,-1.9,0.01,1049.33
NVDA,2010/9/1,2.678648,3.96,-3.16,0.01,1141.2
NVDA,2010/10/1,2.756623,1.14,-2.43,0.01,1183.26
NVDA,2010/11/1,3.121267,3.77,-0.96,0.01,1180.55
NVDA,2010/12/1,3.531779,0.73,3.7,0.01,1257.64
NVDA,2011/1/1,5.485725,-2.5,0.83,0.01,1286.12
NVDA,2011/2/1,5.196762,1.53,1.27,0.01,1327.22
NVDA,2011/3/1,4.233548,2.54,-1.83,0.01,1325.83
NVDA,2011/4/1,4.586725,-0.38,-2.43,0,1363.61
NVDA,2011/5/1,4.595901,-0.59,-2.12,0,1345.2
NVDA,2011/6/1,3.65562,-0.12,-0.42,0,1320.64
NVDA,2011/7/1,3.171721,-1.26,-0.9,0,1292.28
NVDA,2011/8/1,3.052467,-3.05,-2.36,0.01,1218.89
NVDA,2011/9/1,2.868997,-3.31,-1.72,0,1131.42
NVDA,2011/10/1,3.394178,3.28,0.1,0,1253.3
NVDA,2011/11/1,3.584527,-0.16,-0.46,0,1246.96
NVDA,2011/12/1,3.178601,-0.59,1.63,0,1257.6
NVDA,2012/1/1,3.387298,2.04,-0.97,0,1312.41
NVDA,2012/2/1,3.474445,-1.85,0.43,0,1365.68
NVDA,2012/3/1,3.531779,-0.64,1.14,0,1408.47
NVDA,2012/4/1,2.981371,-0.42,-0.78,0,1397.91
NVDA,2012/5/1,2.850651,0.07,-1.07,0.01,1310.33
NVDA,2012/6/1,3.169429,0.67,0.62,0,1362.16
NVDA,2012/7/1,3.105214,-2.74,-0.02,0,1379.32
NVDA,2012/8/1,3.217588,0.47,1.3,0.01,1406.58
NVDA,2012/9/1,3.059346,0.5,1.6,0.01,1440.67
NVDA,2012/10/1,2.747449,-1.15,3.59,0.01,1412.16
NVDA,2012/11/1,2.745155,0.63,-0.84,0.01,1416.18
NVDA,2012/12/1,2.829803,1.48,3.51,0.01,1426.19
NVDA,2013/1/1,2.829803,0.33,0.96,0,1498.11
NVDA,2013/2/1,2.922128,-0.27,0.11,0,1514.68
NVDA,2013/3/1,2.979536,0.81,-0.19,0,1569.19
NVDA,2013/4/1,3.197834,-2.37,0.45,0,1597.57
NVDA,2013/5/1,3.360396,1.7,2.63,0,1630.74
NVDA,2013/6/1,3.277098,1.33,0.03,0,1606.28
NVDA,2013/7/1,3.370464,1.87,0.57,0,1685.73
NVDA,2013/8/1,3.442822,0.27,-2.69,0,1632.97
NVDA,2013/9/1,3.650197,2.88,-1.22,0,1681.55
NVDA,2013/10/1,3.563398,-1.53,1.25,0,1756.54
NVDA,2013/11/1,3.659581,1.29,0.32,0,1805.81
NVDA,2013/12/1,3.778459,-0.46,-0.02,0,1848.36
NVDA,2014/1/1,3.702985,0.89,-2.07,0,1782.59
NVDA,2014/2/1,4.335087,0.35,-0.31,0,1859.45
NVDA,2014/3/1,4.243307,-1.81,4.93,0,1872.34
NVDA,2014/4/1,4.375984,-4.19,1.17,0,1883.95
NVDA,2014/5/1,4.501555,-1.88,-0.13,0,1923.57
NVDA,2014/6/1,4.4128,3.09,-0.7,0,1960.23
NVDA,2014/7/1,4.165265,-4.29,0.03,0,1930.67
NVDA,2014/8/1,4.629394,0.4,-0.45,0,2003.37
NVDA,2014/9/1,4.410805,-3.71,-1.34,0,1972.29
NVDA,2014/10/1,4.671388,4.21,-1.81,0,2018.05
NVDA,2014/11/1,5.013255,-2.06,-3.09,0,2067.56
NVDA,2014/12/1,4.813599,2.49,2.27,0,2058.9
NVDA,2015/1/1,4.609531,-0.56,-3.58,0,1994.99
NVDA,2015/2/1,5.296159,0.63,-1.86,0,2104.5
NVDA,2015/3/1,5.044217,3.04,-0.37,0,2067.89
NVDA,2015/4/1,5.350294,-3.06,1.82,0,2085.51
NVDA,2015/5/1,5.333422,0.93,-1.14,0,2107.39
NVDA,2015/6/1,4.869027,2.91,-0.79,0,2063.11
NVDA,2015/7/1,4.830289,-4.17,-4.13,0,2103.84
NVDA,2015/8/1,5.442852,0.33,2.77,0,1972.18
NVDA,2015/9/1,5.993361,-2.62,0.56,0,1920.03
NVDA,2015/10/1,6.897836,-1.88,-0.46,0,2079.36
NVDA,2015/11/1,7.712352,3.6,-0.42,0,2080.41
NVDA,2015/12/1,8.044272,-2.84,-2.61,0.01,2043.94
NVDA,2016/1/1,7.148568,-3.42,2.09,0.01,1940.24
NVDA,2016/2/1,7.653775,0.73,-0.57,0.02,1932.23
NVDA,2016/3/1,8.727597,0.82,1.19,0.02,2059.74
NVDA,2016/4/1,8.703103,0.76,3.28,0.01,2065.3
NVDA,2016/5/1,11.444106,-0.17,-1.66,0.01,2096.95
NVDA,2016/6/1,11.545041,0.61,-1.48,0.02,2098.86
NVDA,2016/7/1,14.023016,2.49,-1.32,0.02,2173.6
NVDA,2016/8/1,15.064302,1.15,3.18,0.02,2170.95
NVDA,2016/9/1,16.858627,2.12,-1.24,0.02,2168.27
NVDA,2016/10/1,17.508167,-4.4,4.09,0.02,2126.15
NVDA,2016/11/1,22.684845,5.71,8.21,0.01,2198.81
NVDA,2016/12/1,26.30158,0.1,3.53,0.03,2238.83
NVDA,2017/1/1,26.902807,-1.19,-2.75,0.04,2278.87
NVDA,2017/2/1,25.005474,-2.05,-1.67,0.04,2363.64
NVDA,2017/3/1,26.875084,1.14,-3.35,0.03,2362.72
NVDA,2017/4/1,25.732775,0.73,-2.13,0.05,2384.2
NVDA,2017/5/1,35.613865,-2.57,-3.78,0.06,2411.8
NVDA,2017/6/1,35.703239,2.25,1.48,0.06,2423.41
NVDA,2017/7/1,40.136509,-1.51,-0.31,0.07,2470.3
NVDA,2017/8/1,41.848072,-1.67,-2.09,0.09,2471.65
NVDA,2017/9/1,44.191261,4.47,3.14,0.09,2519.36
NVDA,2017/10/1,51.122627,-1.94,0.2,0.09,2575.26
NVDA,2017/11/1,49.614742,-0.55,-0.03,0.08,2647.58
NVDA,2017/12/1,47.865688,-1.32,0.06,0.09,2673.61
NVDA,2018/1/1,60.803028,-3.13,-1.29,0.12,2823.81
NVDA,2018/2/1,59.863033,0.25,-1.04,0.11,2713.83
NVDA,2018/3/1,57.323532,4.06,-0.21,0.11,2640.87
NVDA,2018/4/1,55.667606,1.13,0.54,0.14,2648.05
NVDA,2018/5/1,62.422478,5.25,-3.2,0.14,2705.27
NVDA,2018/6/1,58.674126,1.14,-2.34,0.14,2718.37
NVDA,2018/7/1,60.64563,-2.22,0.47,0.16,2816.29
NVDA,2018/8/1,69.517342,1.14,-3.94,0.16,2901.52
NVDA,2018/9/1,69.639595,-2.27,-1.7,0.15,2913.98
NVDA,2018/10/1,52.245823,-4.78,3.4,0.19,2711.74
NVDA,2018/11/1,40.499611,-0.68,0.3,0.18,2760.17
NVDA,2018/12/1,33.115749,-2.38,-1.84,0.2,2506.85
NVDA,2019/1/1,35.658356,2.9,-0.46,0.21,2704.1
NVDA,2019/2/1,38.265446,2.05,-2.67,0.18,2784.49
NVDA,2019/3/1,44.587223,-3.05,-4.17,0.19,2834.4
NVDA,2019/4/1,44.944794,-1.74,2.15,0.21,2945.83
NVDA,2019/5/1,33.636589,-1.32,-2.37,0.21,2752.06
NVDA,2019/6/1,40.827106,0.29,-0.71,0.18,2941.76
NVDA,2019/7/1,41.943314,-1.93,0.48,0.19,2980.38
NVDA,2019/8/1,41.642517,-2.38,-4.78,0.16,2926.46
NVDA,2019/9/1,43.316154,-0.96,6.75,0.18,2976.74
NVDA,2019/10/1,50.02248,0.29,-1.91,0.16,3037.56
NVDA,2019/11/1,53.934299,0.77,-2.02,0.12,3140.98
NVDA,2019/12/1,58.596031,0.73,1.75,0.14,3230.78
NVDA,2020/1/1,58.877426,-3.11,-6.25,0.13,3225.52
NVDA,2020/2/1,67.2547,1.07,-3.81,0.12,2954.22
NVDA,2020/3/1,65.682777,-4.83,-13.87,0.13,2584.59
NVDA,2020/4/1,72.829117,2.45,-1.33,0,2912.43
NVDA,2020/5/1,88.46241,2.47,-4.88,0.01,3044.31
NVDA,2020/6/1,94.664413,2.69,-2.2,0.01,3100.29
NVDA,2020/7/1,105.845863,-2.33,-1.41,0.01,3271.12
NVDA,2020/8/1,133.364914,-0.22,-2.97,0.01,3500.31
NVDA,2020/9/1,134.920486,0.02,-2.71,0.01,3363
NVDA,2020/10/1,125.021202,4.38,4.25,0.01,3269.96
NVDA,2020/11/1,133.674149,5.8,2.09,0.01,3621.63
NVDA,2020/12/1,130.217941,4.89,-1.51,0.01,3756.07
NVDA,2021/1/1,129.605423,7.36,3.01,0.01,3714.24
NVDA,2021/2/1,136.836624,2.05,7.15,0,3811.15
NVDA,2021/3/1,133.182327,-2.37,7.39,0,3972.89
NVDA,2021/4/1,149.809174,-3.19,-0.95,0,4181.17
NVDA,2021/5/1,162.135635,-0.25,7.09,0,4204.11
NVDA,2021/6/1,199.644073,1.68,-7.87,0,4297.5
NVDA,2021/7/1,194.663284,-3.97,-1.78,0,4395.26
NVDA,2021/8/1,223.474915,-0.42,-0.15,0,4522.68
NVDA,2021/9/1,206.84935,0.71,5.08,0,4307.54
NVDA,2021/10/1,255.286591,-2.35,-0.49,0,4605.38
NVDA,2021/11/1,326.27005,-1.32,-0.45,0,4567
NVDA,2021/12/1,293.668945,-1.67,3.26,0.01,4766.18
NVDA,2022/1/1,244.522751,-5.94,12.75,0,4515.55
NVDA,2022/2/1,243.51413,2.19,3.08,0,4373.94
NVDA,2022/3/1,272.484192,-1.61,-1.81,0.01,4530.41
NVDA,2022/4/1,185.246094,-1.39,6.17,0.01,4131.93
NVDA,2022/5/1,186.494583,-1.83,8.39,0.03,4132.15
NVDA,2022/6/1,151.407013,2.1,-5.97,0.06,3785.38
NVDA,2022/7/1,181.449112,2.81,-4.05,0.08,4130.29
NVDA,2022/8/1,150.789658,1.4,0.29,0.19,3955
NVDA,2022/9/1,121.269089,-0.81,0.05,0.19,3585.62
NVDA,2022/10/1,134.875641,0.06,8.01,0.23,3871.98
NVDA,2022/11/1,169.111679,-3.52,1.38,0.29,4080.11
NVDA,2022/12/1,146.07518,-0.69,1.37,0.33,3839.5
NVDA,2023/1/1,195.28334,5.01,-4.01,0.35,4076.6
NVDA,2023/2/1,232.057053,1.17,-0.81,0.34,3970.15
NVDA,2023/3/1,277.64679,-5.51,-8.85,0.36,4109.31
NVDA,2023/4/1,277.414032,-3.35,-0.04,0.35,4169.48
NVDA,2023/5/1,378.23642,1.61,-7.72,0.36,4179.83
NVDA,2023/6/1,422.904205,1.54,-0.26,0.4,4450.38
NVDA,2023/7/1,467.210449,2.08,4.11,0.45,4588.96
NVDA,2023/8/1,493.465942,-3.16,-1.06,0.45,4507.66
NVDA,2023/9/1,434.915924,-2.51,1.52,0.43,4288.05
NVDA,2023/10/1,407.76413,-3.87,0.19,0.47,4193.8
NVDA,2023/11/1,467.658905,-0.02,1.64,0.44,4567.8
NVDA,2023/12/1,495.176453,6.35,4.94,0.43,4769.83
APPL,2000/1/1,0.784238,5.77,-1.88,0.41,1394.46
APPL,2000/2/1,0.866442,21.36,-9.59,0.43,1366.42
APPL,2000/3/1,1.026597,-17.2,8.13,0.47,1498.58
APPL,2000/4/1,0.937779,-6.68,7.26,0.46,1452.43
APPL,2000/5/1,0.63495,-6.05,4.75,0.5,1420.6
APPL,2000/6/1,0.791797,12.84,-8.42,0.4,1454.6
APPL,2000/7/1,0.768175,-3.07,8.31,0.48,1430.83
APPL,2000/8/1,0.921244,-0.61,-1.39,0.5,1517.68
APPL,2000/9/1,0.389284,-1.82,7.17,0.51,1436.51
APPL,2000/10/1,0.295743,-3.88,5.71,0.56,1429.4
APPL,2000/11/1,0.249445,-3.41,12.3,0.51,1314.95
APPL,2000/12/1,0.224878,0.73,7.61,0.5,1320.28
APPL,2001/1/1,0.326924,6.68,-5.07,0.54,1366.01
APPL,2001/2/1,0.275901,-0.78,12.47,0.38,1239.94
APPL,2001/3/1,0.333651,0.25,6.42,0.42,1160.33
APPL,2001/4/1,0.385354,0.55,-4.67,0.39,1249.46
APPL,2001/5/1,0.301601,2.5,3.36,0.32,1255.82
APPL,2001/6/1,0.35149,6.24,-1.12,0.28,1224.38
APPL,2001/7/1,0.284065,-4.19,5.21,0.3,1211.23
APPL,2001/8/1,0.280436,2.48,2.31,0.31,1133.58
APPL,2001/9/1,0.234478,-6.23,1.45,0.28,1040.94
APPL,2001/10/1,0.265469,7.48,-7.65,0.22,1059.78
APPL,2001/11/1,0.32201,-0.47,2.21,0.17,1139.45
APPL,2001/12/1,0.331081,4.74,0.84,0.15,1148.08
APPL,2002/1/1,0.373714,1.19,3.44,0.14,1130.2
APPL,2002/2/1,0.328057,-1.01,2.16,0.13,1106.73
APPL,2002/3/1,0.35784,4.21,1.06,0.13,1147.39
APPL,2002/4/1,0.36691,5.96,3.88,0.15,1076.92
APPL,2002/5/1,0.352246,-3.21,1.53,0.14,1067.14
APPL,2002/6/1,0.267889,4.29,-0.05,0.13,989.82
APPL,2002/7/1,0.230698,-5.28,-3.85,0.15,911.62
APPL,2002/8/1,0.222988,-2.86,3.28,0.14,916.07
APPL,2002/9/1,0.219209,2.4,1.47,0.14,815.28
APPL,2002/10/1,0.242944,-3.41,-3.95,0.14,885.76
APPL,2002/11/1,0.234327,3.18,-1.23,0.12,936.31
APPL,2002/12/1,0.216639,0.09,2.14,0.11,879.82
APPL,2003/1/1,0.217093,1.33,-0.83,0.1,855.7
APPL,2003/2/1,0.226919,-0.45,-1.39,0.09,841.15
APPL,2003/3/1,0.213766,1.02,-1.93,0.1,848.18
APPL,2003/4/1,0.214976,0.63,1.14,0.1,916.92
APPL,2003/5/1,0.271366,4.67,0.4,0.09,963.59
APPL,2003/6/1,0.288146,1.74,0.11,0.1,974.5
APPL,2003/7/1,0.318685,5.06,-1.24,0.07,990.31
APPL,2003/8/1,0.341815,2.59,1.53,0.07,1008.01
APPL,2003/9/1,0.313242,0.8,0.16,0.08,995.97
APPL,2003/10/1,0.346048,2.7,1.97,0.07,1050.71
APPL,2003/11/1,0.316114,2.08,1.78,0.07,1058.2
APPL,2003/12/1,0.323068,-2.68,1.6,0.08,1111.92
APPL,2004/1/1,0.341058,2.55,2.49,0.07,1131.13
APPL,2004/2/1,0.361619,-1.58,0.9,0.06,1144.94
APPL,2004/3/1,0.408786,1.72,0.27,0.09,1126.21
APPL,2004/4/1,0.389738,-1.68,-3.1,0.08,1107.3
APPL,2004/5/1,0.424207,-0.2,-0.25,0.06,1120.68
APPL,2004/6/1,0.491935,2.26,1.18,0.08,1140.84
APPL,2004/7/1,0.488911,-3.81,3.24,0.1,1101.72
APPL,2004/8/1,0.521415,-1.48,0.97,0.11,1104.24
APPL,2004/9/1,0.585816,3.01,0,0.11,1114.58
APPL,2004/10/1,0.792175,0.15,-0.22,0.11,1130.2
APPL,2004/11/1,1.013651,3.74,1.41,0.15,1173.82
APPL,2004/12/1,0.973589,-0.03,-0.22,0.16,1211.92
APPL,2005/1/1,1.162563,-1.72,2.06,0.16,1181.27
APPL,2005/2/1,1.356374,-0.57,1.54,0.16,1203.6
APPL,2005/3/1,1.259921,-1.4,2.04,0.21,1180.59
APPL,2005/4/1,1.090299,-3.94,0.07,0.21,1156.85
APPL,2005/5/1,1.202171,2.89,-0.64,0.24,1191.5
APPL,2005/6/1,1.112976,2.58,2.83,0.23,1191.33
APPL,2005/7/1,1.289552,2.91,-0.79,0.24,1234.18
APPL,2005/8/1,1.417752,-0.97,1.32,0.3,1220.33
APPL,2005/9/1,1.620936,-0.65,0.71,0.29,1228.81
APPL,2005/10/1,1.741274,-1.25,0.42,0.27,1207.01
APPL,2005/11/1,2.050585,0.99,-1.16,0.31,1249.48
APPL,2005/12/1,2.173643,-0.42,0.2,0.32,1248.29
APPL,2006/1/1,2.283098,5.39,1.08,0.35,1280.08
APPL,2006/2/1,2.070843,-0.38,-0.34,0.34,1280.66
APPL,2006/3/1,1.896382,3.44,0.6,0.37,1294.87
APPL,2006/4/1,2.128291,-1.42,2.34,0.36,1310.61
APPL,2006/5/1,1.807187,-2.96,2.41,0.43,1270.09
APPL,2006/6/1,1.731598,-0.39,0.85,0.4,1270.2
APPL,2006/7/1,2.054818,-3.98,2.6,0.4,1276.66
APPL,2006/8/1,2.051491,1.03,-2.06,0.42,1303.82
APPL,2006/9/1,2.327543,-1.36,0.08,0.41,1335.85
APPL,2006/10/1,2.451509,1.75,-0.31,0.41,1377.94
APPL,2006/11/1,2.771403,0.7,0.14,0.42,1400.63
APPL,2006/12/1,2.565197,-1.14,2.73,0.4,1418.3
APPL,2007/1/1,2.592106,0.13,-0.68,0.44,1438.24
APPL,2007/2/1,2.558242,1.19,-0.14,0.38,1406.82
APPL,2007/3/1,2.809199,0.16,-0.97,0.43,1420.86
APPL,2007/4/1,3.017522,-2.16,-1.45,0.44,1482.37
APPL,2007/5/1,3.664263,0.24,-0.65,0.41,1530.62
APPL,2007/6/1,3.689964,0.74,-1.05,0.4,1503.35
APPL,2007/7/1,3.983856,-2.61,-3.71,0.4,1455.27
APPL,2007/8/1,4.187039,-0.12,-1.86,0.42,1473.99
APPL,2007/9/1,4.64027,-2.23,-2.21,0.32,1526.75
APPL,2007/10/1,5.743271,0.08,-2.98,0.32,1549.38
APPL,2007/11/1,5.50955,-2.93,-0.94,0.34,1481.14
APPL,2007/12/1,5.989086,0.13,-0.55,0.27,1468.36
APPL,2008/1/1,4.092706,-1.03,3.97,0.21,1378.55
APPL,2008/2/1,3.780068,-0.43,-0.84,0.13,1330.63
APPL,2008/3/1,4.338822,0.71,0.3,0.17,1322.7
APPL,2008/4/1,5.2595,-1.72,-0.94,0.18,1385.59
APPL,2008/5/1,5.706985,2.96,-1.43,0.18,1400.38
APPL,2008/6/1,5.062665,1.23,-2.71,0.17,1280
APPL,2008/7/1,4.805964,2.61,5.42,0.15,1267.38
APPL,2008/8/1,5.125859,3.6,1.59,0.13,1282.83
APPL,2008/9/1,3.43659,-1.23,5.91,0.15,1166.36
APPL,2008/10/1,3.253058,-2.6,-2.3,0.08,968.75
APPL,2008/11/1,2.801941,-2.85,-6.31,0.03,896.24
APPL,2008/12/1,2.580617,3.46,0.14,0,903.25
APPL,2009/1/1,2.725143,0.07,-11.29,0,825.88
APPL,2009/2/1,2.70035,0.05,-6.95,0.01,735.09
APPL,2009/3/1,3.178377,0.03,3.47,0.02,797.87
APPL,2009/4/1,3.804558,5.4,5.36,0.01,872.81
APPL,2009/5/1,4.10631,-2.52,0.28,0,919.14
APPL,2009/6/1,4.30647,2.63,-2.73,0.01,919.32
APPL,2009/7/1,4.940211,1.87,4.83,0.01,987.48
APPL,2009/8/1,5.085945,-1.08,7.63,0.01,1020.62
APPL,2009/9/1,5.604187,2.43,1.05,0.01,1057.08
APPL,2009/10/1,5.699428,-4.35,-4.21,0,1036.19
APPL,2009/11/1,6.044419,-2.4,-0.34,0,1095.63
APPL,2009/12/1,6.371567,6.05,-0.17,0.01,1115.1
APPL,2010/1/1,5.807067,0.4,0.43,0,1073.87
APPL,2010/2/1,6.186828,1.19,3.23,0,1104.49
APPL,2010/3/1,7.105387,1.48,2.21,0.01,1169.43
APPL,2010/4/1,7.894238,4.87,2.89,0.01,1186.69
APPL,2010/5/1,7.766947,0.09,-2.44,0.01,1089.41
APPL,2010/6/1,7.605183,-1.82,-4.7,0.01,1030.71
APPL,2010/7/1,7.778133,0.2,-0.31,0.01,1101.6
APPL,2010/8/1,7.350299,-3,-1.9,0.01,1049.33
APPL,2010/9/1,8.579381,3.96,-3.16,0.01,1141.2
APPL,2010/10/1,9.100338,1.14,-2.43,0.01,1183.26
APPL,2010/11/1,9.407837,3.77,-0.96,0.01,1180.55
APPL,2010/12/1,9.752827,0.73,3.7,0.01,1257.64
APPL,2011/1/1,10.259578,-2.5,0.83,0.01,1286.12
APPL,2011/2/1,10.679552,1.53,1.27,0.01,1327.22
APPL,2011/3/1,10.537444,2.54,-1.83,0.01,1325.83
APPL,2011/4/1,10.586425,-0.38,-2.43,0,1363.61
APPL,2011/5/1,10.516883,-0.59,-2.12,0,1345.2
APPL,2011/6/1,10.149213,-0.12,-0.42,0,1320.64
APPL,2011/7/1,11.806432,-1.26,-0.9,0,1292.28
APPL,2011/8/1,11.635602,-3.05,-2.36,0.01,1218.89
APPL,2011/9/1,11.529473,-3.31,-1.72,0,1131.42
APPL,2011/10/1,12.238804,3.28,0.1,0,1253.3
APPL,2011/11/1,11.55608,-0.16,-0.46,0,1246.96
APPL,2011/12/1,12.245459,-0.59,1.63,0,1257.6
APPL,2012/1/1,13.801989,2.04,-0.97,0,1312.41
APPL,2012/2/1,16.401051,-1.85,0.43,0,1365.68
APPL,2012/3/1,18.127813,-0.64,1.14,0,1408.47
APPL,2012/4/1,17.65704,-0.42,-0.78,0,1397.91
APPL,2012/5/1,17.468069,0.07,-1.07,0.01,1310.33
APPL,2012/6/1,17.657652,0.67,0.62,0,1362.16
APPL,2012/7/1,18.466753,-2.74,-0.02,0,1379.32
APPL,2012/8/1,20.113995,0.47,1.3,0.01,1406.58
APPL,2012/9/1,20.256832,0.5,1.6,0.01,1440.67
APPL,2012/10/1,18.0772,-1.15,3.59,0.01,1412.16
APPL,2012/11/1,17.772327,0.63,-0.84,0.01,1416.18
APPL,2012/12/1,16.233423,1.48,3.51,0.01,1426.19
APPL,2013/1/1,13.894361,0.33,0.96,0,1498.11
APPL,2013/2/1,13.464558,-0.27,0.11,0,1514.68
APPL,2013/3/1,13.581685,0.81,-0.19,0,1569.19
APPL,2013/4/1,13.585371,-2.37,0.45,0,1597.57
APPL,2013/5/1,13.798612,1.7,2.63,0,1630.74
APPL,2013/6/1,12.246857,1.33,0.03,0,1606.28
APPL,2013/7/1,13.976424,1.87,0.57,0,1685.73
APPL,2013/8/1,15.047824,0.27,-2.69,0,1632.97
APPL,2013/9/1,14.821681,2.88,-1.22,0,1681.55
APPL,2013/10/1,16.250221,-1.53,1.25,0,1756.54
APPL,2013/11/1,17.287663,1.29,0.32,0,1805.81
APPL,2013/12/1,17.543383,-0.46,-0.02,0,1848.36
APPL,2014/1/1,15.654016,0.89,-2.07,0,1782.59
APPL,2014/2/1,16.455795,0.35,-0.31,0,1859.45
APPL,2014/3/1,16.884602,-1.81,4.93,0,1872.34
APPL,2014/4/1,18.562868,-4.19,1.17,0,1883.95
APPL,2014/5/1,19.91272,-1.88,-0.13,0,1923.57
APPL,2014/6/1,20.577843,3.09,-0.7,0,1960.23
APPL,2014/7/1,21.169069,-4.29,0.03,0,1930.67
APPL,2014/8/1,22.696966,0.4,-0.45,0,2003.37
APPL,2014/9/1,22.420416,-3.71,-1.34,0,1972.29
APPL,2014/10/1,24.0338,4.21,-1.81,0,2018.05
APPL,2014/11/1,26.466103,-2.06,-3.09,0,2067.56
APPL,2014/12/1,24.669943,2.49,2.27,0,2058.9
APPL,2015/1/1,26.185276,-0.56,-3.58,0,1994.99
APPL,2015/2/1,28.710825,0.63,-1.86,0,2104.5
APPL,2015/3/1,27.919878,3.04,-0.37,0,2067.89
APPL,2015/4/1,28.081429,-3.06,1.82,0,2085.51
APPL,2015/5/1,29.232512,0.93,-1.14,0,2107.39
APPL,2015/6/1,28.261824,2.91,-0.79,0,2063.11
APPL,2015/7/1,27.331251,-4.17,-4.13,0,2103.84
APPL,2015/8/1,25.407017,0.33,2.77,0,1972.18
APPL,2015/9/1,24.965227,-2.62,0.56,0,1920.03
APPL,2015/10/1,27.04755,-1.88,-0.46,0,2079.36
APPL,2015/11/1,26.775946,3.6,-0.42,0,2080.41
APPL,2015/12/1,23.92646,-2.84,-2.61,0.01,2043.94
APPL,2016/1/1,22.126181,-3.42,2.09,0.01,1940.24
APPL,2016/2/1,21.978434,0.73,-0.57,0.02,1932.23
APPL,2016/3/1,24.908752,0.82,1.19,0.02,2059.74
APPL,2016/4/1,21.423489,0.76,3.28,0.01,2065.3
APPL,2016/5/1,22.822165,-0.17,-1.66,0.01,2096.95
APPL,2016/6/1,21.981606,0.61,-1.48,0.02,2098.86
APPL,2016/7/1,23.961325,2.49,-1.32,0.02,2173.6
APPL,2016/8/1,24.395899,1.15,3.18,0.02,2170.95
APPL,2016/9/1,26.13475,2.12,-1.24,0.02,2168.27
APPL,2016/10/1,26.248028,-4.4,4.09,0.02,2126.15
APPL,2016/11/1,25.549871,5.71,8.21,0.01,2198.81
APPL,2016/12/1,26.91259,0.1,3.53,0.03,2238.83
APPL,2017/1/1,28.197565,-1.19,-2.75,0.04,2278.87
